job_id,job_position,company_name,clean_job_description,city,region,country,post_year,post_month,post_day
3834272691,machine learning engineer  nlp (m/f/d),certivity,"About The Job We are looking for a Machine Learning Engineer (f/m/d) with focus on Natural Language Processing to join our growing engineering team. Your mission Certivity is a tech startup that digitizes the way how product makers manage regulatory requirements to be compliant. In this role you will experiment with text generation, summarisation, search and question answering using the newest technologies. You will also transform successful experiments into product features loved by our customers. You will have a chance to apply cutting edge NLP techniques to real-world problems in the regulatory domain. As a part of our small (but growing) team you will have a unique opportunity to shape the product and the company. Your profile Your Profile You have a strong background in machine learning, theory, and practice You have demonstrable experience in setting up and conducting machine learning experiments You have hands-on experience implementing and maintaining production ML systems in Python. Experience with PyTorch, HuggingFace, LangChain and other NLP-related libraries is a plus. You have experience with at least one cloud platform, i.e. Microsoft Azure You write clear, well-tested and maintainable code Experience with UI development is a plus (i.e. Typescript, React) Fluent spoken and written English (company language is English) Why us? Founded in 2021, Certivity is a young startup in the field of RegTech (Regulatory Technology). Everyone in our team loves solving complex problems and is passionate about building software. You have the chance to work with industry experts in both software as well as regulatory domain to be onboarded with a super-fast learning curve. Apart From That We Offer Fair compensation, flexible working schedules, free choice of when and where you want to work Stock options to share in our company's success A mission-driven startup culture in a comfortable environment: we value leisure time, family, and friends &amp; open communication A team that is very welcoming to new members, we are embracing each other and learn from our mutual experiences, celebrate together, and have fun at work. Pick any laptop and we get it for you (MacBook Pro? Razer Blade? No problem!) Startup feeling in the Werksviertel in Munich@Werk1 or in Stuttgart@Steyg startup hubs with regular startup events Free drinks (water, tea, coffee, beer) and snacks in our offices Regular team events (eating out, karaoke) Young team, young software: your creativity and ideas make a difference right from the start! Closing We welcome candidates from all backgrounds and encourage diversity in our team. We encourage female engineers to apply and join our mission-driven culture that values open communication, work-life balance, and a welcoming environment. Convince us with your personality and your skills - and together we will make great things happen! About Us Founded in 2021, we at Certivity are a young, creative, and dynamic team of highly skilled domain experts working on innovative RegTech Software. Our solution will shape and define the term “RegTech” as we develop a completely new product for the highly complex and not yet digitized environment of product regulations. Our primary focus is the automotive industry, with options to expand to many other domains as well. Our B2B cloud platform bundles all relevant tasks for compliance with vehicle regulations and laws. For more information about us and our product have a look at our website.",munich,bavaria,germany,2024,1,31
3842996796,data scientist internship,sas,"CareerStart@sas Internship Program 2024 EMEA ASIA PACIFIC Nice to meet you! We’re the leader in analytics. Through our software and services, we inspire customers around the world to transform data into intelligence – and questions into answers. We’re also a debt-free multi-billion-dollar organization on our path to IPO-readiness. If you’re looking for a dynamic, fulfilling internship coupled with flexibility and world-class employee experience, you’ll find it here. What You’ll Do Looking for *that* internship? The game-changing one that’ll help you learn, grow, and chart your path forward? You’ll find it at SAS. Our interns aren’t coffee runners – they do real, meaningful work. Our award-winning internship program is focused on development, culture, and community. We’ll help you grow professionally, find (or further) your passion, and make memorable connections. We’re looking for a Technical Consultant interns. The Technical Consultant has a very central role in the planning, design, installation, implementation and optimization of SAS solutions to various customers. You will be the one that sets up, configures and tweaks the software so that it runs as good as it can for the customer. Required Qualifications You’re curious, passionate, authentic, and accountable. These are our values and influence everything we do. Strong communication skills – both written and verbal. Leadership abilities. Your past experiences demonstrate you’ll take initiative and go above and beyond the call of duty. You’re interested in the future of Analytics and embrace technology. You’re a college student enrolled in an accredited program at the end of course. Or, you are a new graduate ready to start your internship. Target majors include all the STEM faculties, Quantitative Finance. We’re a global company, English is a key. Italian minimum at B2. Preferred Qualifications Basic knowledge of Python, R, SQL, SAS is preferred. Timeline Applications open: October 2023 Interviews begin: October 2023 on a rolling basis. Internship: April 2024- October 2024 Perks of the job Work with (and learn from) the best. As a SAS intern, you’ll get face time with our top executives! Free SAS programming training and certification. At SAS, flexible work is the norm. Want to work remotely? That’s cool. Prefer a hybrid mix of sweatpants and in-person collaboration? That’s great, too. We work hard, but we like to play hard, too. Enjoy hackathons, social events and other opportunities to connect + engage. Your well-being matters, and that’s why we support all dimensions of your well-being by offering programs that reduce stress and distractions to help you stay healthy and productive. Diverse and inclusive At SAS, it’s not about fitting into our culture – it’s about adding to it. We believe our people make the difference. Our diverse workforce brings together unique talents and inspires teams to create amazing software that reflects the diversity of our users and customers. Our commitment to diversity is a priority to our leadership, all the way up to the top; and it’s essential to who we are. To put it plainly: you are welcome here. Additional Information Equivalent combination of education, training and experience may be considered in place of the above qualifications. The level of this position will be determined based on the applicant's education, skills and experience. Resumes may be considered in the order they are received. SAS employees performing certain job functions may require access to technology or software subject to export or import regulations. To comply with these regulations, SAS may obtain nationality or citizenship information from applicants for employment. SAS collects this information solely for trade law compliance purposes and does not use it to discriminate unfairly in the hiring process. All valid SAS job openings are located on the Careers page at www.sas.com . SAS only sends emails from verified “sas.com” email addresses and never asks for sensitive, personal information or money. Should you have any doubts about the authenticity of any type of communication from, for, or on behalf of SAS, please contact us at Recruitingsupport@sas.com before taking any further action.",milan,lombardy,italy,2024,2,29
3764987310,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,tallinn,harjumaa,estonia,2023,11,14
3830015186,machine learning engineer,stafide,"We are in search of a passionate Machine Learning Engineer with a keen interest in computer vision. In an Azure cloud environment, youll be instrumental in building Advanced Analytics solutions, developing predictive models from vast data sets using cutting-edge computer vision techniques for applications based on real-time data. Furthermore, youll ensure these models are production-ready and deploy them via Cl/CD methodologies. Your expertise and collaborative spirit will be key as you: Develop predictive models and applications using computer vision. Analyze models in production to continuously enhance their performance. Write production-grade code that leverages real-time data, adding value to operations. Craft tests and document the code and architecture thoroughly. Deploy code and architecture to production through Cl/CD pipelines. Engage with business partners proactively to understand customer needs. Maintain a critical eye on product quality and stability, offering and implementing improvements. Requirements A completed technical Masters degree, preferably in AI, (applied) mathematics, data science, or computer science. A minimum of 3 years of relevant work experience in data science/Al with a specialization in computer vision. Proficiency in developing production-ready software and conducting thorough testing. Skilled Python, Git, pyTorch/ TensorFlow, OpenCV, Infrastructure as Code (Terraform, ARM/Bicep), Docker, Azure DevOps, Cl/CD. Solid understanding of computer science fundamentals (testing, design patterns, object-oriented programming, etc.). Experience with setting up (data science) cloud architecture within Microsoft Azure is a plus: Machine Learning workspace, Function App, Keyvault, Container registry, Log Analytics, Networking, etc. Familiarity with Agile and DevOps methodologies and the courage to take responsibility for shared sprint outcomes. The ability to explore alternative paths to achieve goals and remain steadfast under pressure. Additional Candidate Preferences: Location: We have a strong preference for candidates who are currently based in the Netherlands or within Europe. This facilitates a smoother transition and integration into our team given our operational locations and work culture. Visa Sponsorship: For international candidates not currently in the Netherlands, we are open to sponsoring visas. However, this offer extends specifically to those who have a minimum of one years experience working with a Dutch client. This criterion helps ensure that potential candidates are already familiar with the Dutch work environment and regulatory landscape, easing the onboarding process. Availability: Ideal candidates will be available to start immediately or within a 30-day period. We value the ability to mobilize quickly and integrate efficiently into our dynamic work environment, contributing to our ongoing projects without delay.",utrecht,utrecht,netherlands,2024,2,14
3841341377,machine/deep learning  computer vision intern,station f,"About At Scortex, we love factories. The smell of grease, the sparks of welding, the jingling of conveyor belts. We appreciate the beauty of a well-crafted industrial process, delivering value at a massive scale in the physical world. That is why we are pained to see manufacturing companies struggle with their quality. Throwing away parts by the thousands, or missing the needle in the haystack, letting faulty products slip through their tired eyes, despite all their efforts. We decided to solve this major headache of theirs, by building the required technology and making it accessible to everyone. Leveraging Machine Learning, Our Platform Allows Customers To detect faulty parts on a production line, automatically, in real-time, know and understand quality issues at a large scale, dynamically improve the quality of the production. We believe that the digitalization of manufacturing operations will provide unprecedented returns in quality, efficiency, and environmental impact. Scortex is a team of passionate and diverse individuals, working and learning together to deliver the best solution possible. A fast-growing organization, and unique blend of the tech and manufacturing world. Obviously, we have a flexible hybrid/remote work policy. Job Description As a proactive member of the machine learning and computer vision team, you will face and surmount a variety of challenges. Specifically, you will: Explore various state-of-the-art techniques to help solve tasks currently unbeaten by computers Stay on the bleeding edge of research and participate actively in the community Design and implement machine learning models that achieve outstanding defect-detection performance while simultaneously being light-weight enough to run in real-time on our embedded system. Help improve our data acquisition, training and inference pipelines Because of the current time required by the French administration to process visas and internship applications, this position is open only for students that are (I) enrolled in universities that can provide a french internship agreement and (II) do not require a visa to enter France and begin an internship. In addition, we are currently looking for students able to do a long term internship of 5 to 6 months. Preferred Experience In-depth knowledge of deep learning techniques applied to computer vision: deep convolutional networks, vision transformers, vision-language models, knowledge distillation Proficient knowledge of both supervised and unsupervised machine learning techniques: clustering, object detection, generative models, dimensionality reduction, anomaly detection Understanding of standard computer vision techniques : filtering, transformations, descriptors and detectors Knowledge and understanding of the mathematics underlying all of the above: probability and statistics, optimization, linear algebra, numerical computation Proven experience with at least one machine learning framework, preferably Pytorch Good programming and software engineering skills Experience with the unix environment Because of the current time required by the French administration to process visas and internship applications, this position is open only for students that are (I) enrolled in universities that can provide a french internship agreement and (II) do not require a visa to enter France and begin an internship. In addition, we are currently looking for students able to do a long term internship of 5 to 6 months. Recruitment Process Questionnaire -&gt; Intro call -&gt; Technical interview / Founder interview Additional Information Contract Type: Internship (Between 5 and 6 months) Location: Paris Education Level: Master's Degree",paris,îledefrance,france,2024,3,1
3832847383,junior data scientist (m/w/d),turbit,"Turbit develops and researches AI services for renewable energy assets. It has established itself as a market leader in AI-based operational management of wind turbines in Europe. Tasks Work in our core team as a Junior Data Scientist. Improve your Data Science skills within a large software project. Learn new machine learning and software engineering techniques from your team. Support your colleagues on exciting wind energy projects. Write test-driven code. Work with one of the most interesting and largest datasets in wind energy. Learn more about the operation of wind turbines by gaining deep insights into their data. Have an impact on thousands of wind turbines in Europe. Requirements You have just finished your degree in Computer Science, Physics, Mathematics, or a related field and your master's degree is no older than 2 years. You show excellent knowledge in data science, machine learning, and statistics. You are very familiar with the Python data science stack (pandas, numpy, scikit learn, tensorflow, ...). You love analytical thinking and have shown in the past that you are very good at it. You are passionate about renewable energy. You are excellent in written and spoken English. You have an open personality and positive charisma. Benefits You'll be part of a start-up making a significant impact. Our mission is to increase the efficiency of the renewable energy industry through our expertise in Data Analytics, Software Engineering, and Data Science. Your personal development has a very high priority for us. Beautiful modern office in the heart of Berlin. Home office and ""work from anywhere in Germany"" culture. Lunch Benefits. Regular Team Events. Be creative and bring your ideas to life in an environment that cherishes innovation. We are a diverse team that believes in the power of diverse people, perspectives, and experiences. Interested? Get in touch. Send us your application letter with a full CV and references/grades. We are looking forward to meeting you!",berlin,berlin,germany,2024,2,17
3764982974,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,düsseldorf,north rhinewestphalia,germany,2023,11,14
3837683576,junior ai developer stage,proxima group,"Proxima è un gruppo di aziende con skill funzionali e tecnologiche innovative, che mettono a fattor comune la propria esperienza in un’offerta congiunta di sviluppo di soluzioni all’interno della nostra Software Factory. Offriamo consulenza e servizi di Application Management e Quality Assurance. È in partenza il nuovo progetto di Smart Search basato sull'IA all'interno della nostra Software Factory aziendale. Siamo alla ricerca di giovani talenti da inserire all’interno di LAB+, il nostro laboratorio di training on the job. Chi cerchiamo? Siamo alla ricerca di neolaureat* in informatica o simili o diplomat* in discipline tecnico scientifiche che abbiano già preso parte ad un corso professionalizzante/Academy. Nel LAB+ le risorse verranno inserite in un percorso di training on the job volto a fornire una comprensione approfondita del processo di sviluppo, dell’ambiente architetturale e competenze come sviluppatore Back End con specializzazione in Java e Python. Dove e come? Roma, in presenza presso la sede Direzionale di Proxima Group (Via della Maglianella, 65R). LAB + prevede un inserimento in stage della durata di 6 mesi con formula 3 + 3. Alle risorse più meritevoli verrà proposto un inserimento in azienda. L'impegno stabilito è di 8 ore giornaliere/40 ore settimanali. Di cosa ti occuperai? Il LAB+ ti fornirà una base solida di conoscenze teoriche e competenze pratiche attraverso l’esperienza diretta nello sviluppo software: Acquisirai competenze in tema di IA e sviluppo software, oltre che competenze trasversali utili per il lavoro di developer/consulente; Parteciperai allo sviluppo del Motore tramite la scelta e l'implementazione di algoritmi, la raccolta e la pulizia dei dati, la creazione di modelli e la loro ottimizzazione; Collaborerai in un Team Multidisciplinare composto da ingegneri del software, data scientist, e specialisti in machine learning; Adopererai di prima mano strumenti tecnologici complessi e di ultima generazione. Hai queste competenze? Laurea in informatica o simili o diploma in discipline tecnico scientifiche + corso professionalizzante/Academy Hai una conoscenza base di un linguaggio di programmazione ad oggetti, preferibilmente Java o Python Conosci i principali sistemi operativi Conosci i Pattern Design architetturali Possiedi una conoscenza base di SQL/NOSQL Hai una conoscenza base Networking Hai un forte interesse nel settore dell’IA e del Machine Learning Sei il candidato ideale se… Possiedi ottime capacità relazionali e di team working, sei una persona fortemente motivata e proattiva Cosa offriamo? INSERIMENTO IN STAGE 3 MESI + 3 MESI RIMBORSO 800€/MESE BUONI PASTO I nostri benefit PERCORSI DI CARRIERA Abbiamo un articolato sistema di valutazione delle competenze e misurazione delle performance che consente al dipendente di crescere insieme a noi. FORMAZIONE PROFESSIONALIZZANTE Offriamo percorsi di formazione e di aggiornamento professionale con taglio tecnico/pratico su tematiche in ambito ICT. Ogni famiglia tecnologica ha uno o più ICT trainer di riferimento, che, lavorando in piena sinergia con l’area HR, valuta e propone percorsi di formazione continua customizzati sulla crescita professionale di ogni dipendente. SCONTI E PROMOZIONI RISERVATE Abbiamo stabilito degli accordi con delle piattaforme per riservare ai nostri dipendenti scontistica e promozioni esclusive. Il presente annuncio è rivolto a entrambi i sessi, ai sensi delle leggi 903/77 e 125/91, e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.",rome,latium,italy,2024,2,22
3764989126,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,charleroi,walloon region,belgium,2023,11,14
3821864836,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,paris,îledefrance,france,2024,1,10
3764990010,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,rotterdam,south holland,netherlands,2023,11,14
3709257563,machine learning engineer,in4ge,"Aktualnie do jednego z projektów, który realizujemy dla naszego Klienta, poszukujemy osoby na stanowisko Machine Learning Engineer. Rola: Machine Learning Engineer Lokalizacja: Warszawa Tryb: hybrydowy / zdalnie Czym Będziesz Się Zajmował/a Poszukujemy doświadczonego Inżyniera Machine Learning, który dołączy do naszego odpowiedzialnego za rozwijanie i wdrażanie rozwiązań opartych na uczeniu maszynowym. Osoba na tym stanowisku będzie uczestniczyć w projektowaniu, trenowaniu i optymalizacji modeli ML, w celu dostarczenia innowacyjnych produktów i usług. Nasze Wymagania Wykształcenie wyższe w dziedzinie informatyki, nauk ścisłych, matematyki lub pokrewnych. Doświadczenie w pracy z algorytmami uczenia maszynowego oraz głębokim uczeniem. Umiejętność programowania w językach takich jak Python, TensorFlow, PyTorch. Zrozumienie matematycznych i statystycznych podstaw uczenia maszynowego. Znajomość narzędzi do eksploracji danych i przetwarzania sygnałów. Doświadczenie w przetwarzaniu i analizie dużych zbiorów danych. Umiejętność przekształcania teorii ML na praktyczne rozwiązania. Znajomość języka angielskiego na poziomie min. B2. Znajomość języka polskiego na poziomie min. C1. Możemy Zaoferować Możliwość rozwoju w strukturach organizacji dla której będziesz realizować zdania. Wsparcie doświadczonych w swoich dziedzinach ekspertów. Przyjazną i szanującą kulturę pracy, opartą na wzajemnym zaufaniu, szacunku i uczciwości Współpracę w oparciu o umowę B2B i atrakcyjne wynagrodzenie.",warsaw,mazowieckie,poland,2023,8,31
3842923698,data scientist,digital skills ltd,"Data Scientist Remote / Amsterdam (Hybrid Working) 9-month contract €90 - €110 per hour – based on a 40-hour working week. Digital Skills is proud to partner with a leading global travel agency in their search for a dynamic Data Scientist. We are seeking an accomplished individual who can leverage data to deliver actionable insights, driving strategic decisions for the organization. Role Overview: As a member of our data science team, you will collaborate with stakeholders across the company to extract valuable insights from complex datasets. Your role will involve translating business challenges into data problems, employing statistical analysis and modelling techniques to provide practical solutions. A successful candidate will excel in data storytelling, effectively communicating findings to drive business actions. Key Responsibilities: · Analyse large datasets to derive actionable insights. · Translate business challenges into data problems and develop effective solutions. · Identify, source, and prepare data for analysis. · Proactively engage and manage stakeholders through effective communication. · Utilize data visualization techniques to communicate findings. · Design and interpret quantitative experiments to guide decision-making. · Thrive in a fast-paced environment, taking ownership of tasks and adapting quickly. · Collaborate with team members, challenging ideas and methods. · Ensure the quality and reproducibility of work through peer review. · Apply data mining techniques with statistical rigor. · Present complex analysis results convincingly to stakeholders. · Incorporate scalability and long-term orientation into data science projects. Key Skills: · Minimum 6 years of relevant experience as a Data Scientist. · Proficiency in data analysis, statistics, machine learning, programming, and experimentation. · Strong working knowledge of Hadoop, Spark, SQL, Python, and/or R, Git. · Ability to translate business problems into data problems effectively. · Expertise in data visualization and storytelling. · Solid understanding of statistics and experimentation. · Familiarity with data management concepts such as data pipelines and workflows. · Experience with various data analysis and modelling techniques. · Experience with attribution modelling is desirable. If you believe your skills and aspirations align with this role, we enthusiastically encourage you to apply without hesitation. If you feel that this opportunity suits your qualifications and interests, please don't hesitate to submit your application.",amsterdam area,amsterdam area,amsterdam area,2024,2,29
3764990012,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,prague,prague,czechia,2023,11,14
3764988222,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,budapest,budapest,hungary,2023,11,14
3832131774,internship  deep learning and ai research,netatmo,"Company Description At Netatmo, we are all about the Smart Home! Our mission is to design products that make your home safer, more comfortable and ultimately more eco-friendly. Since November 2018, Netatmo has become a part of the Legrand group – a global leader in electrical and digital infrastructure for buildings, with millions of users all over the world. We continue to develop our brand and products autonomously. Manage your heating and energy savings thanks to our Smart Thermostat, detect the presence of intruders using our cameras, which combine artificial intelligence and image processing software, … We also collaborate with strategic partners including the Muller Group, Velux and Legrand to create a range of products that will revolutionise your home. With an international team of 250 motivated and passionated individuals with over 20 nationalities represented amongst our teams primarily located in the Paris region, Netatmo is always on the lookout for new talent to promote its development. Job Description Your future team In the Vision team, we focus on designing and developing AI algorithms on the edge, to enable innovative features and applications for the Netatmo smart camera product range. In practice, this implies developing scalable, highly-reliable and low latency computer vision embedded software, with user privacy and product usefulness in mind. We tackle a wide range of computer vision applications (classification, detection, segmentation, tracking …), where we develop, adapt and improve state of the art algorithms (SOTA) that are suited for our constrained hardware. We are a Research and Development team, and as such we keep up with recent trends in AI and in computer vision in particular, and strive to push to limits of what's achievable on our products. All the while ensuring that our design choices and research efforts are tempered with a healthy dose of pragmatism. Your role As an intern, you’ll be an integral part of the Vision team and will be responsible of reviewing, implementing and improving SOTA approaches and proofs of concepts (POCs) that aim at enhancing existing features or develop new ones for our products. Depending on the feature at hand, and the maturity of the proposed approach, you may be involved with the feature deployment process. Examples Of Projects You Might Tackle Include Building lightweight neural networks for object classification and detection Dealing with unlabeled data and domain shift through self-supervision/semi-supervision Developing reliable tracking algorithms for low resource hardware Etc … During these projects your key responsibilities will be to, with our Support Review SOTA approaches, and select the most suitable candidates Based on these candidates, propose an approach for solving the task at hand and an evaluation protocol Implement, evaluate and refine your approach communicate your findings and challenges Qualifications You ? Are passionate about machine learning Performed machine/deep learning projects: whatever the application is, the most important thing is that you master what you do Have good programming skills: Python, C/C++ Have good communication skills (English or French) Demonstrate pragmatic approaches to solve new problems Read many machine learning or computer vision scientific papers You’ll work together with a dream team of researchers and embedded software experts to design the future of our smart homes! If you find yourself in this position, don’t hesitate to apply! Additional Information Beyond an attractive package, as an employee at Netatmo you will receive a free sample of each Netatmo product. You'll be able to participate in Meetups and Tech or Business conferences, become Net@fit by joining our sports classes (Pilates, Yoga, Boxing, Crossfit, …) Football, Running or Ping-pong teams, enjoy fresh fruits daily, develop your music skills with Net@sound, participate in our afterwork events, birthday breakfasts, BBQ with the Boss, international lunches and a range of other events.",boulognebillancourt,îledefrance,france,2024,2,16
3838823838,ai / ml engineer (midlevel),contractfit,"Company Description Become part of the most promising SaaS company in Intelligent Automation. Our solution automates cognitive tasks, reducing the workloads from critical but repetitive business processes. Check out what we do in this video. Are you the AI/ML Engineer we are looking for, and will we together realize our bold ambitions? Join our team and further build the self-learning technology in our intelligent automation product. Job Description What will you do? Work on real world AI problems with real data Work closely with our clients to deploy and train our product for their specific use-cases Further advance our in-house research in collaboration with our academic partners Bring your results from development to production for our clients Tackle difficult problems as part of a highly efficient team Advance the various aspects of our self-learning product in line with our roadmap Above all, ship lots of high-quality code in every sprint! Qualifications Who are you? A brilliant engineer that likes to translate business challenges into cutting-edge technical solutions Very proficient in Python with demonstrated good coding practices At least 2 years of experience in building and bringing ML models to production You pride yourself in seeing the impact from your work in a product that is used daily Comfortable in an Agile development methodology Some experience in CI/CD and pipelines (GitHub, GitLab, Jenkins or Bitbucket) Additional Information What do we offer you? Unique coding and technical challenges with many opportunities to learn and improve skills Attractive salary, bonus scheme and stock option plan A biking mileage reimbursement or public transport subscription Quarterly offsites, frequent after work drinks, etc. 25 days vacations per year, allowed from your first year, in addition to public holidays Attractive salary package with holiday pay in June and end of year pay in December Hospitalization insurance, disability coverage, life insurance, and extra pension contribution Mobile phone plan, eco-cheques, and monthly net stipend",brussels,brussels region,belgium,2024,2,26
3842328960,data scientist,niki digital engineering,"NIKI is looking for graduates of Computer Science, Physics, Mathematics, or Engineering Science (e.g., Computational, Electrical, Mechanical, Aerospace) or similar disciplines for Big Data analysis and management in the cloud for the automotive industry. Become a member of NIKI Digital Engineering! If you have completed your studies or doctorate and are looking for new challenges, interdisciplinary and diverse teams and projects, send us your resume. If you have completed your studies or doctorate and are looking for new challenges, interdisciplinary and diverse teams, and projects, send us your resume. Our strategy is to transfer the know-how into practice. TWT is our close and lasting partner that accompanies our vision. Within the framework of our close and daily cooperation, we design solutions for the customers and partners of TWT, such as Daimler, Mercedes, BMW, Audi, Porsche, CARIAD, IBM, Samsung, and Microsoft. Our interdisciplinary backgrounds and competencies in IT, Digital Engineering, and Consulting actualize our solutions accompanied by our visions. What To Expect Be a member of a TOP team: Highly qualified, innovative, and interconnected Get involved with topics at the forefront of the technology: Artificial Intelligence, Autonomous Driving, E-Mobility, Model Based Systems Engineering, or Virtual Experience Acquire social skills and engage with professionals in the field of data science Collaborate with international groups of professionals on different projects Advance your knowledge and career towards managerial roles A dynamic, challenging environment resulting in continuous learning/education/professional progress An enjoyable and international work culture Ability to expand knowledge and responsibilities An opportunity to influence the direction of a fast-growing area of the business Task Description Organize and visualize data stemming from vehicle fleets, actual production processes, or testing/simulation processes Develop reports and statistical analyses Provide Quality Assurance of imported data, working with quality assurance analysts if necessary Work to develop modern ETL frameworks and custom applications for Data pipelines and Big Data technologies for our customers Provide recommendations to the customer on optimal Big Data management based on our IT and engineering know-how Basic Qualifications Experience with Object Oriented Python, Matlab, C++, C#, or Java Good understanding or experience with Big Data, Statistical Analysis, and Big Data Visualization Experience with sequential Data Bases (Oracle, MySql, Postgresql) Excellent command of the English language and technical terminology Preferred Qualifications Experience with Scala and SBT-build Experience with Apache Spark/Databricks Experience with data lakes/data warehouses in Azure or AWS Good command of the German language What We Offer Structured learning on the job, professional feedback, and a mentor open to all your questions Innovative, highly technically demanding industry and research projects, interdisciplinary teams, and highly qualified colleagues Open doors, and the chance to take over responsibility quickly – participate, shape, and leave your fingerprint Discover new talents and shape your career path: Become a specialist, project manager, or manager Simultaneous, collaborative work using modern digital platforms Workplace flexibility Flexible working hours thanks to our attractive flextime model - only compatible projects Enjoy working with great colleagues in your day-to-day work Are you intrigued to find out more about this position? Then apply for a job with us!",katsikás,epirus,greece,2024,2,28
3764989084,machine learning developer,mindpal,We are looking for Machine Learning Developer Job Responsibilities Working on machine learning projects Analyzing and processing data to create machine learning models Implementing and optimizing machine learning algorithms Testing and evaluating models Collaborating with the programming team and other departments within the company to develop innovative solutions Requirements Minimum 2 years of experience in the field of machine learning Knowledge of machine learning algorithms and techniques Ability to analyze and process data Familiarity with machine learning tools and technologies Proficient in English communication Education in computer science We Offer B2B contract type Full-time employment Remote and flexible working hours,bruges,flemish region,belgium,2023,11,14
